"","X","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"752",3734053,7663724860,"K53DJZ","NJ","PAS","12/21/2013",21,"SUBN","HONDA","T",25090,13810,16310,"88888888",7,7,7,356986,"T800","A2","0041A","","NY","O","91","Ludlow St","","0",408,"d1",NA,"Y Y Y","1200A","0300A","GREY",NA,0,"",0,"F -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",5705215,7114829759,"6380FH","SC","PAS","03/16/2014",14,"4DSD","ME/BE","T",26790,12810,14010,"20140688",1,1,1,358847,"T105","D","1253P","","NY","F","66","Mott St","","0",408,"c",NA,"YYYYYYY","","","BLACK",NA,0,"",0,"003","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",2400280,7641935308,"FCL1182","NY","PAS","10/02/2013",37,"4DSD","TOYOT","T",16890,8790,61090,"20140826",115,115,115,357787,"T401","H","0325P","0314P","Q","F","37-60","82nd St","","0",408,"h1",NA,"Y","1000A","0700P","BL",NA,2013,"412-2392",0,"19 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",7723642,8003700103,"HWR3131","PA","PAS","05/22/2014",38,"SUBN","TOYOT","T",8140,8690,8790,"20140788",114,114,114,358580,"T401","O","0152P","","Q","F","36-14","31st St","","0",408,"h1",NA,"Y","0900A","0700P","GREY",NA,0,"",0,"R 41","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",7330834,1364243945,"GPN9477","NY","PAS","04/24/2014",40,"SUBN","DODGE","P",72930,85330,83330,"20140527",79,79,79,944439,"0079","0000","0201A","","K","F","538","PUTNAM AVE","","0",408,"E2",NA,"BBBBBBB","ALL","ALL","GY",0,2014,"-",6,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",2074936,1361491267,"0054JPD","DP","PAS","10/06/2013",64,"SDN","LINCO","X",0,0,0,"0",17,17,401,927487,"0401","0000","1108A","","NY","F","33","BECKMAN ST","","0",408,"C8",NA,"BBBBBBB","ALL","ALL","BK",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",5633,1324975817,"52981JV","NY","COM","08/01/2001",46,"DELV","ME/BE","X",61090,16490,16590,"20140331",115,115,169,952140,"0169","0000","0401P","","Q","F","79-05","ROOSEVELT AVE","","0",408,"J6",NA,"BBBBBBB","ALL","ALL","WH",0,2006,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2249950,7188739833,"11331JX","NY","COM","10/08/2013",51,"PICK","FORD","T",36420,32520,27180,"20141031",46,46,46,358656,"T201","C","0844A","","BX","F","2353","Grand Concourse","","0",408,"e3",NA,"","","","WH",NA,2006,"",0,"03 -","51-Sidewalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",8658523,1371435157,"89234MD","NY","COM","06/05/2014",19,"DELV","UD","P",35490,14510,15710,"20150930",20,20,20,920567,"0020","0000","0111P","","NY","F","2","W 86 ST","","0",408,"F1",NA,"BBBBBBB","ALL","ALL","WH",0,2003,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",1897948,7717111251,"H43ANN","NJ","PAS","09/26/2013",37,"SUBN","VOLVO","T",35250,11710,13610,"88888888",20,20,20,358626,"T103","R","0302P","0255P","NY","O","201","W 74th St","","20130926",408,"h1",NA,"Y","0830A","0700P","BLACK",NA,0,"108-7048",0,"41 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",5309544,7965142569,"49903JG","NY","COM","02/17/2014",14,"VAN","FRUEH","T",28490,0,0,"88888888",1,1,1,357360,"T105","E","0253P","","NY","I","W","Pearl St","15ft N/of Cedar St","0",408,"c",NA,"YYYYYYY","","","BROWN",NA,1996,"",0,"081","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",6607222,7337977578,"GBV1778","NY","PAS","04/10/2014",21,"SUBN","HONDA","T",10410,0,0,"20141011",19,19,19,358194,"T503","E1","0910A","","NY","I","W","5th Ave","50ft N/of E 95th St","0",408,"d1",NA,"Y  Y","0900A","1030A","GY",NA,2013,"",0,"CC1","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",3142567,7094853129,"FSV3233","NY","PAS","11/12/2013",21,"4DSD","CHEVR","T",6680,0,0,"20150307",62,62,62,358899,"T302","F","1200P","","K","I","W","16th Ave","25ft S/of 85th St","0",408,"d1",NA,"Y","1130A","0100P","RD",NA,1996,"",0,"06 -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",8987684,7822561121,"92430JY","NY","COM","06/24/2014",47,"DELV","INTER","T",10010,18030,18050,"20150331",17,17,17,346204,"T502","J","0748A","","NY","F","947","1st Ave","","0",408,"l2",NA,"Y","0700A","0700P","WH",NA,2010,"",0,"F 17","47-Double PKG-Midtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",4507145,7836371001,"XM241X","NJ","PAS","01/21/2014",69,"VAN","FORD","T",18030,0,0,"20140088",18,18,18,330068,"T106","B","0901A","","NY","I","N","E 52nd St","20ft E/of Madison Av","0",408,"h1",NA,"YYYYY","0700A","0600P","WHITE",NA,0,"",0,"07 -","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",1578372,7916261558,"092LHH","FL","PAS","09/25/2013",40,"4DSD","TOYOT","T",34510,11010,11720,"20140688",10,10,10,346330,"T502","J","0804A","","NY","O","508","W 37th St","","0",408,"e2",NA,"YYYYYYY","","","GREY",NA,0,"",3,"C -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",8202423,1358772484,"44884","RI","PAS","05/20/2014",85,"TRLR","","X",13820,57530,0,"0",47,47,47,948201,"0047","0000","0510P","","BX","","","BOSTON RD","PEARTREE","0",408,"K7",NA,"BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",93786,7040937270,"ZSL91Y","NJ","PAS","08/13/2013",38,"CONV","ACURA","T",35330,14180,56825,"88888888",70,70,70,358564,"T302","K","0441P","","K","F","1202","E 12th St","","0",408,"h1",NA,"YYYYY","0800A","0700P","BLUE",NA,0,"",0,"02 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",1855157,7660116940,"44700JC","NY","COM","10/12/2013",37,"REFG","NS/OT","T",10010,18550,18570,"20150228",19,19,19,356974,"T103","X","0126P","1206P","NY","F","1504","1st Ave","","0",408,"h1",NA,"Y","0900A","0700P","WHITE",NA,1997,"141-9993",0,"CC1","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",693720,7656772145,"26374MA","NY","COM","08/19/2013",20,"VAN","CHEVR","T",18330,10410,25390,"20131231",19,19,19,355253,"T103","D","0851A","0813A","NY","F","21","E 67th St","","20130819",408,"d",NA,"Y","0700A","0700P","WH",NA,2012,"",0,"05 -","20-No Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",694643,7661283219,"DFT8492","NY","PAS","08/27/2013",46,"VAN","TOYOT","T",18490,10410,25390,"20150630",19,19,19,351315,"T103","C","1013A","","NY","F","10","E 75th St","","0",408,"f1",NA,"","","","WHITE",NA,2005,"",0,"17 -","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",8041246,7727904223,"C34DCW","NJ","PAS","05/08/2014",21,"SUBN","TOYOT","T",86430,89030,89230,"88888888",90,90,90,341120,"T802","B","0334A","","K","O","23","Union Ave","","0",408,"d1",NA,"Y  Y","0200A","0500A","BLUE",NA,0,"",0,"S 31","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",1504293,7707599895,"F89ADN","NJ","PAS","09/20/2013",31,"4DSD","ACURA","T",34890,10510,10610,"88888888",18,18,18,340051,"T503","A1","0244P","","NY","F","112","W 56th St","","0",408,"l3",NA,"YYYYY","0700A","0600P","BLACK",NA,0,"",0,"19 -","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",883298,5070522267,"T622067C","NY","OMT","09/06/2013",7,"SUBN","TOYOT","V",0,0,0,"0",NA,0,0,0,"","","0303P","","","","","RICHMOND AVE.(N/B)@L","ANDER AVE.-SL-2","0",1111,"D",TRUE,"","","","BK",NA,2012,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",6618315,7457588334,"GCH1985","NY","PAS","04/24/2014",21,"4DSD","KIA","T",23640,13240,13540,"20141219",107,107,107,354051,"T402","M","1116A","","Q","F","6416","155th St","","0",408,"d1",NA,"Y","1030A","1200A","GR",NA,2001,"",0,"D 42","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",986262,7293892032,"GHN7177","NY","PAS","09/25/2013",37,"4DSD","NISSA","T",11710,35590,35610,"20150804",24,24,24,355685,"T103","J","0303P","0245P","NY","F","646","Amsterdam Ave","","20130925",408,"h1",NA,"Y","0900A","0700P","BK",NA,2011,"103-8121",0,"48 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",6555141,7112305196,"T635105C","NY","OMT","03/28/2014",21,"4DSD","LINCO","T",27060,68020,51720,"20140430",48,48,48,340075,"T201","O","1248P","","BX","F","540","E 180th St","","0",408,"d1",NA,"Y","1130A","0100P","WH",NA,2007,"",0,"V 21","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",7854108,7090694707,"EXA4606","NY","PAS","04/30/2014",21,"SUBN","NISSA","T",12990,45140,35780,"20160302",112,112,112,358175,"T401","K","1152A","","Q","O","87-19","63rd Ave","","0",408,"d1",NA,"Y","1130A","0100P","BL",NA,2005,"",0,"46 4","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",2295290,7317392686,"AAL8541","NC","PAS","10/26/2013",16,"SUBN","FORD","T",80030,31530,42730,"20120188",88,88,88,357336,"T301","O","0833A","","K","F","65","St Felix St","","0",408,"k2",NA,"Y","0800A","0600P","RED",NA,0,"",0,"A -","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",7276260,7958159754,"BDN3337","NY","PAS","04/14/2014",46,"4DSD","VOLKS","T",0,0,0,"20160319",122,122,122,355640,"T303","N","0327P","","R","I","W","Delaware Ave","100ft N/of Hylan Blv","0",408,"f1",NA,"","","","GREEN",NA,2003,"",0,"C-PM","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",6728811,7795907738,"43436JY","NY","COM","04/08/2014",69,"VAN","ISUZU","T",34490,10810,10910,"20140622",13,13,13,355706,"T102","D","0814A","","NY","O","312","W 36th St","","0",408,"h1",NA,"YYYYY","0600A","0700P","TN",NA,0,"",0,"02 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",4087171,7759511644,"EXN7384","NY","PAS","12/26/2013",21,"SUBN","FORD","T",53790,0,0,"20131229",106,106,106,343942,"T402","M","0811A","","Q","I","N","Liberty Ave","55ft W/of 75th St","0",408,"d1",NA,"Y  Y","0800A","0830A","BK",NA,2002,"",0,"P -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",6641231,7568798185,"GNC9778","NY","PAS","04/02/2014",70,"4DSD","HONDA","T",21125,24980,12550,"88888888",45,45,45,349900,"T202","O","0845A","","BX","F","920","Co Op City Blvd","","0",408,"j3",NA,"","","","BLACK",NA,0,"",0,"D 22","70-Reg. Sticker Missing (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",3902620,1361109427,"FBL5432","NY","PAS","12/01/2013",98,"SDN","PONTI","X",35530,14530,14580,"20140503",61,61,61,948236,"0061","0000","1047P","","","F","1996","E 16","","0",408,"F2",NA,"BBBBBBB","ALL","ALL","BLU",0,1995,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",5753303,7331114426,"R840LS","FL","PAS","03/23/2014",40,"SUBN","DODGE","T",13610,35450,35470,"20140688",20,20,20,355205,"T103","B","1042A","","NY","O","2328","Broadway","","0",408,"e2",NA,"YYYYYYY","","","SILVE",NA,0,"",5,"CC1","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",2695783,7064648106,"XAPG77","NJ","PAS","11/02/2013",69,"VAN","FORD","T",17750,97740,10110,"88880088",17,17,17,355446,"T106","E","0957A","","NY","F","243","E 38th St","","0",408,"h1",NA,"Y","0700A","0700P","RED",NA,0,"",0,"25 -","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",2432719,7751943970,"FRS7585","NY","PAS","10/25/2013",70,"4DSD","INFIN","T",18120,28380,28410,"20131019",47,47,47,358186,"T202","E","0114P","","BX","F","3989","Carpenter Ave","","0",408,"j3",NA,"YYYYYYY","","","BL",NA,2006,"",0,"18A","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",7299135,7993171568,"26665JV","NY","COM","04/25/2014",38,"PICK","FORD","T",10010,18850,18870,"20160131",19,19,19,357701,"T103","R","0109P","","NY","O","1830","1st Ave","","0",408,"h1",NA,"Y","0830A","0700P","WH",NA,2006,"",0,"04 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",4898556,7981002941,"FMF5123","NY","PAS","12/27/2013",50,"SUBN","INFIN","T",0,0,0,"20150419",66,66,66,357066,"T302","K","0158P","","K","I","S","16th Ave","0ft W/of 48th St","0",408,"e5",NA,"","","","GY",NA,2011,"",0,"01 -","50-Crosswalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",8774811,7157129747,"BDP8200","NY","PAS","06/17/2014",14,"4DSD","NISSA","T",10210,18210,18230,"20160327",19,19,19,358608,"T103","N","0436P","","NY","O","1030","3rd Ave","","0",408,"c",NA,"YYYYY","0300P","0700P","WH",NA,2004,"",0,"01 7","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",2048688,1355639190,"CRV8355","NY","PAS","08/09/2013",74,"SDN","HYUND","P",16310,25670,0,"20131002",7,7,7,941268,"0007","0000","0820A","","NY","","","DELANCEY ST","MANGIN ST","0",408,"I3",NA,"BBBBBBB","ALL","ALL","SILVE",0,2005,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",6585062,7240745260,"T601357C","NY","OMT","03/31/2014",20,"4DSD","LINCO","T",67030,41730,40230,"20140731",61,61,61,355553,"T302","H","0653P","","K","F","1931","Nostrand Ave","","0",408,"d",NA,"YYYYYYY","","","BK",NA,2003,"",0,"N 32","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",2328282,7441582088,"DYX8881","NY","PAS","10/26/2013",38,"SUBN","LEXUS","T",25990,0,0,"20150319",6,6,6,357088,"T101","F","0512P","","NY","I","W","Mercer St","100ft S/of E 8th St","0",408,"h1",NA,"Y","0800A","0700P","GY",NA,2012,"",0,"63 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",5330115,1350985041,"DS844H","NY","PAS","02/12/2014",70,"SUBN","VOLKS","P",0,40404,40404,"20140210",NA,0,483,922921,"0483","0000","0605P","","NY","F","225","CENTRAL PARK WEST","","0",408,"J3",NA,"BBBBBBB","ALL","ALL","GY",0,2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",8311408,7057030850,"42893JW","NY","COM","06/04/2014",14,"DELV","INTER","T",18190,27790,24890,"20141231",19,19,19,355593,"T106","L","0150P","","NY","F","117","E 60th St","","0",408,"c",NA,"Y","0700A","0700P","WHITE",NA,2007,"",0,"19 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",4552560,7988206539,"HZZ6512","PA","PAS","01/23/2014",38,"4DSD","ME/BE","T",13240,59990,19090,"20140088",112,112,112,357727,"T401","B","1050A","","Q","O","97-25","64th Ave","","0",408,"h1",NA,"Y","0900A","0700P","BLACK",NA,0,"",0,"45 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",2564901,7980731505,"EVG1562","NY","PAS","10/02/2013",70,"4DSD","CHRYS","T",59990,16540,16790,"20131001",102,102,102,358205,"T402","E","0431P","","Q","F","120-76","Queens Blvd","","0",408,"j3",NA,"YYYYYYY","","","WH",NA,2007,"",0,"01 -","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",182723,7298568061,"GAJ2436","NY","OMS","08/07/2013",40,"4DSD","NISSA","T",36850,0,0,"20130930",32,32,32,344778,"T103","AA","0610A","","NY","I","N","W 154th St","20ft E/of Bradhurst","0",408,"e2",NA,"YYYYYYY","","","WH",NA,2013,"",0,"L -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",5332769,1362475932,"AXK3188","NY","PAS","02/06/2014",99,"VAN","CHRYS","P",12040,12390,35780,"20151225",104,104,104,905060,"0104","0000","0950A","","Q","F","5933","58 AVE","","0",408,"F1",NA,"BBBBBBB","0  :","0  :","BLUE",0,1984,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1213593,7990298168,"GGU8477","NY","PAS","09/12/2013",21,"4DSD","VOLKS","T",35250,13610,44990,"20150530",20,20,20,358912,"T103","H","1112A","","NY","F","251","W 74th St","","0",408,"d1",NA,"Y  Y","1100A","1230A","BL",NA,2013,"",0,"50 -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",1820623,7387460700,"GHN2510","NY","PAS","10/28/2013",21,"PICK","FORD","T",8940,7790,7990,"20150630",108,108,108,355626,"T401","L","0844A","","Q","F","30-52","37th St","","0",408,"d1",NA,"Y  Y","0830A","1000A","BK",NA,2005,"",0,"G -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",4097524,7733133087,"FTH6540","NY","PAS","12/19/2013",21,"4DSD","TOYOT","T",80330,67030,64830,"20151120",77,77,77,353983,"T301","A","0945A","","K","F","909","St Johns Pl","","0",408,"d1",NA,"Y  Y","0930A","1100A","GY",NA,2012,"",0,"09 -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",8892838,7522358334,"BPF9731","NY","PAS","06/18/2014",21,"SEDN","SATUR","T",48930,61530,54060,"20140731",90,90,90,358183,"T301","A","1136A","","K","F","87","Herbert St","","0",408,"d1",NA,"Y","1130A","0100P","RD",NA,2001,"",0,"15 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",2656123,5071218938,"GLK9203","NY","PAS","10/17/2013",7,"SUBN","DODGE","V",0,0,0,"0",NA,0,0,0,"","","0251A","","","","","HORACE HARDING EXPWY",".(E/B)@OCEANIA ST.-R","0",1111,"D",TRUE,"","","","GY",NA,2010,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",7246928,7896083255,"ERC7322","NY","PAS","04/13/2014",14,"SUBN","CHEVR","T",34070,10910,10065,"20150309",10,10,10,331074,"T501","A","0131P","","NY","F","443","W 15th St","","0",408,"c",NA,"YYYYYYY","","","BK",NA,2011,"",0,"01 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1670371,5070605513,"GGT5219","NY","PAS","09/11/2013",7,"SUBN","NISSA","V",0,0,0,"0",NA,0,0,0,"","","0743A","","","","","REMSEN AVE.(N/B)@LEN","OX RD.-KU-2","0",1111,"D",TRUE,"","","","WH",NA,2010,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",2955674,7894380570,"86822JF","NY","COM","11/08/2013",69,"VAN","NS/OT","T",32670,17870,17890,"20140228",14,14,14,345531,"T106","E","0724A","","NY","F","52","Vanderbilt Ave","","0",408,"h1",NA,"Y","0700A","0600P","WHITE",NA,2002,"",0,"MC -","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",7448640,7097360343,"GKA8592","NY","OMS","05/13/2014",50,"SUBN","JEEP","T",0,0,0,"20140930",28,28,28,345560,"T103","A","0746A","","NY","I","E","Fredrick Douglas Blv","0ft N/of W 130th St","0",408,"e5",NA,"","","","BLACK",NA,2014,"",0,"I 77","50-Crosswalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",8457432,7658980250,"53436JR","NY","COM","06/16/2014",19,"VAN","CHEVR","T",12010,37230,37240,"20160228",33,33,33,347650,"T103","I","1147A","","NY","F","165","Audubon Ave","","0",408,"c3",NA,"YYYYYYY","","","WH",NA,2009,"",0,"28 7","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",5359618,5072601950,"BYF8065","NY","PAS","02/01/2014",7,"SUBN","NISSA","V",0,0,0,"0",NA,0,0,0,"","","0912A","","","","","FRANCIS LEWIS BLVD.(","N/B)@HILLSIDE AVE.-Q","0",1111,"D",TRUE,"","","","BK",NA,2013,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",5900098,7835954461,"75456MC","NY","COM","03/18/2014",14,"VAN","MITSU","T",10410,0,0,"20141231",17,17,17,358245,"T102","C","0816A","","NY","I","E","5th Ave","2ft N/of E 49th St","0",408,"c",NA,"YYYYYYY","","","WH",NA,2012,"",0,"MC 9","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",8316938,7061377770,"62681JM","NY","COM","05/28/2014",69,"DELV","GMC","T",34510,10610,10810,"88888888",14,14,14,359628,"T102","K","0224P","","NY","O","252A","W 37th St","","0",408,"h1",NA,"YYYYY","0600A","0700P","BROWN",NA,1988,"",0,"MC 9","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",3818510,7945143507,"GJK6617","NY","PAS","12/06/2013",61,"2DSD","HONDA","T",0,0,0,"20150922",7,7,7,355179,"T101","G","1209P","","NY","I","E","Jackson St","0ft N/of Water St","0",408,"m1",NA,"","","","RD",NA,2004,"",0,"47 -","61-Wrong Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",6786958,7983092799,"GJF2103","NY","PAS","04/17/2014",14,"SUBN","KIA","T",10110,18630,18650,"20150814",19,19,19,355052,"T103","L","0419P","","NY","F","1593","2nd Ave","","0",408,"c",NA,"YYYYY","0400P","0700P","BK",NA,2014,"",0,"B 77","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",3995820,7174281953,"ERK4364","NY","PAS","12/26/2013",21,"SUBN","JEEP","T",0,0,0,"20150503",49,49,49,358193,"T202","E","0843A","","BX","I","S","Bronx Park East","50ft E/of Boston Rd","0",408,"d1",NA,"Y  Y","0830A","1000A","BK",NA,1999,"",0,"02A","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",261648,7620043550,"492LT1","MA","PAS","08/08/2013",16,"4DSD","VOLKS","T",6930,0,0,"20150188",72,72,72,347637,"T730","F","0711A","","K","I","N","18th St","30ft E/of 4th Ave","0",408,"k2",NA,"YYYYY","0700A","1000A","GREY",NA,0,"",0,"01 -","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",1580433,7942759660,"FHV5205","NY","PAS","09/11/2013",37,"PICK","TOYOT","T",11610,16310,29890,"20150331",7,7,7,358900,"T101","F","0101P","1208P","NY","O","134","Allen St","","0",408,"h1",NA,"Y","0900A","0700P","GREY",NA,2011,"102-4091",0,"75 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",3446715,7984375239,"AF96577","PA","PAS","11/12/2013",84,"TRLR","FRUEH","T",27790,0,0,"20130588",23,23,23,345221,"T103","B","0842A","","NY","I","E","Park Ave","20ft S/of E 97th St","0",408,"k7",NA,"","","","WHITE",NA,0,"",0,"CC1","84-Platform lifts in low posit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",1378041,7211129750,"FHG9631","NY","PAS","09/16/2013",21,"4DSD","TOYOT","T",6780,10780,10830,"88888888",62,62,62,357685,"T302","B","1147A","","K","F","8434","17th Ave","","0",408,"d1",NA,"Y","1130A","0100P","SILVE",NA,2002,"",0,"06 -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",689768,7686997480,"EXA3488","NY","PAS","08/12/2013",37,"SUBN","TOYOT","T",37290,37190,66490,"20140321",110,110,110,357781,"T401","Q","1211P","1151A","Q","O","82-23","Broadway","","0",408,"h1",NA,"Y","0900A","0700P","GY",NA,2001,"441-3064",0,"10 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",1537843,7812771994,"DME7412","NY","PAS","09/08/2013",40,"SUBN","ME/BE","T",27790,18290,18310,"20131114",19,19,19,343920,"T103","X","0832A","","NY","F","630","Park Ave","","0",408,"e2",NA,"YYYYYYY","","","BL",NA,2012,"",8,"01 -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",350776,7913664277,"P80534","IN","PAS","08/07/2013",66,"TRLR","NS/OT","T",21790,0,0,"88880088",1,1,1,356352,"T105","M","0548A","","NY","I","E","Greenwich St","50ft S/of W Houston","0",408,"k4",NA,"","","","GREY",NA,0,"",0,"P -","66-Detached Trailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",5728977,7213167959,"GJA9680","NY","PAS","03/10/2014",38,"SUBN","CHRYS","T",6680,9080,9130,"20150808",66,66,66,356192,"T302","N","1224P","","K","F","5016","16th Ave","","0",408,"h1",NA,"YYYY","0800A","0700P","GY",NA,2013,"",0,"01 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
